Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	pValue Cond_50 vs Cond_0.1	qValue Cond_50 vs Cond_0.1
	3583710	3582532		-	moeB1	Rv3206c	-	17	23	20	197518	236307	192744	7	177	8	0	16	103507	15156	153670	3	76	0.2780354719095176	0.7304812000658256
3584658	3584658	3583801	3583711	-		Rv3207c	-	33	47	46	371091	464927	435383	21	493	24	4	62	288101	119604	583776	14	385	0.42453955082116485	0.887948123982115
	3585004	3585690		+		Rv3208	-	7	12	20	88089	127777	197686	8	200	12	2	13	142365	65733	128138	5	163	0.5255627682193723	0.9908831637969984
	3585949	3585677		-	TB9.4	Rv3208A	-	8	9	7	92990	97755	73817	13	323	6	1	6	79160	37397	64627	7	221	0.795375618021539	1.0
	3586274	3586834		+		Rv3209	-	7	9	9	83995	94332	94374	7	162	6	1	6	73658	34431	58031	3	98	0.9897008492406535	1.0
	3587539	3586844		-		Rv3210c	-	23	17	16	263151	175982	153154	12	283	18	4	29	220013	106095	275478	10	288	0.1285261887654284	0.5377806319395557
	3587798	3589381		+	rhlE	Rv3211	-	0	1	2	7444	18294	27234	0	11	2	2	3	31430	65238	35744	0	27	0.03625246267516444	0.29254101929413706
	3589394	3590617		+		Rv3212	-	0	4	8	8808	46464	82176	1	37	1	2	4	20839	52718	45372	0	32	0.3557894588029905	0.8171438767856143
3591492	3591492	3590692	3590692	-		Rv3213c	-	25	35	34	281327	346464	325762	17	396	34	3	43	403094	93904	400425	13	373	0.19700420171525576	0.6340294431573963
	3591646	3592257		+	gpm2	Rv3214	-	14	10	6	164143	100617	63459	7	178	6	0	4	81086	13673	38351	2	72	0.2804878590371229	0.7328876316776437
	3592254	3593372		+	entC	Rv3215	-	21	22	25	243052	217283	245951	9	210	16	1	11	195323	28006	109574	3	99	0.4095249900772996	0.8720688404771066
	3594235	3593804		-		Rv3217c	-	4	2	2	54156	25925	20767	3	77	6	0	3	71801	23228	36436	3	101	0.21141772056554553	0.6598477910110688
	3594468	3595433		+		Rv3218	-	24	21	24	274131	208136	233385	10	246	15	5	15	183218	134761	143031	5	159	0.9106167028397917	1.0
3595905			3595650	-	-	predicted RNA	antisense: whiB1	172	210	262	1910483	2074410	2488538	367	8428	253	145	336	2993535	3819275	3135265	392	12953	0.03816281670166383	0.30006038846198324
	3595713	3595967		+	whiB1	Rv3219	-	8	5	4	97704	57687	47108	11	264	3	0	11	41127	12026	106436	8	208	0.49586664278824943	0.9566451695535879
	3597534	3596029		-		Rv3220c	-	15	25	34	168734	248653	327024	7	164	29	7	34	349724	208896	316702	6	193	0.04023325949486992	0.30823342887775745
	3597766	3597551		-	TB7.3	Rv3221c	-	1	0	1	16749	6341	12145	2	54	1	0	1	15543	18451	11117	2	69	0.9488113101164843	1.0
3597665			3597711	+	-	predicted RNA	antisense: TB7.3	19	26	24	215694	266217	231177	219	5057	22	4	27	265199	107907	255212	158	4456	0.269671605966443	0.7188577436576553
	3598356	3598051	3597822	-	rshA	Rv3221A	-	25	44	30	285297	437822	292218	47	1106	24	13	32	285281	350411	300851	31	1020	0.20960272814021863	0.6568062130700428
	3598904	3598353		-		Rv3222c	-	3	1	4	35049	14197	39011	2	53	2	8	3	33906	217133	35691	3	173	5.938437444835219E-4	0.011884879586467447
	3599551	3598901		-	sigH	Rv3223c	-	0	0	0	3411	6172	7676	0	8	0	0	0	3988	0	9042	0	6	0.5616016678818682	1.0
	3599851	3600699		+		Rv3224	-	6	9	4	73697	89955	43585	3	81	3	0	7	43053	19110	70585	1	52	0.9270914839602769	1.0
	3602440	3601016		-		Rv3225c	-	18	18	20	209181	180695	191587	5	136	20	10	42	240233	280724	391489	7	213	0.006177203804855863	0.08392005042482982
	3603322	3602564		-		Rv3226c	-	6	6	4	77481	63299	40588	3	79	3	3	2	41471	78747	23138	1	62	0.4856167757653284	0.9493409919674658
	3603377	3604729		+	aroA	Rv3227	-	2	3	3	24503	33613	29284	0	21	2	6	9	32874	160626	89414	1	69	6.481950377652858E-4	0.012669658400791864
	3604726	3605718	3608478	+		Rv3228	-	124	223	164	1381885	2207295	1558569	75	1728	153	12	195	1819394	328500	1816010	50	1330	0.21389083324589844	0.6600606544097888
	3607034	3605751		-	desA3	Rv3229c	-	1	1	2	21836	17396	27549	0	17	1	2	4	12998	57990	40957	0	29	0.15694937735636916	0.5920770448074629
	3608254	3607112		-		Rv3230c	-	6	4	4	68610	43995	44006	1	45	2	1	8	31155	51729	76968	1	46	0.2459585897508622	0.6972121288412604
	3608873	3608364		-		Rv3231c	-	5	14	8	64888	143265	79758	8	188	12	1	13	145942	37891	123829	7	201	0.17878546467013554	0.6185634978095178
	3609757	3608870		-	ppk2	Rv3232c	-	0	2	2	4528	19921	21556	0	17	4	1	2	51856	39538	26648	1	44	0.03985331257557292	0.30772708977460567
	3611189	3610374		-	tgs3	Rv3234c	-	4	2	2	50496	27328	23343	1	41	6	1	1	72077	34925	12659	1	48	0.25844638832061617	0.7065010151553411
3610377	3611300	3611941	3612707	+		Rv3235	-	26	33	13	294106	327048	130231	16	390	20	4	34	247730	112685	321542	12	354	0.22360891695741347	0.6694233476277378
	3613116	3611959		-		Rv3236c	-	3	0	1	37531	5331	12407	0	15	5	2	3	65199	77759	32553	1	50	0.004614206532671244	0.06669625806315707
	3613603	3613121		-		Rv3237c	-	0	0	0	0	8866	2523	0	7	4	0	0	51031	0	7340	1	40	0.0018502736918271992	0.031646314577745686
	3614398	3613664		-		Rv3238c	-	7	7	7	80148	76038	70031	4	102	4	1	6	49037	43657	56542	2	67	0.8465715672009392	1.0
	3617603	3614457		-		Rv3239c	-	16	14	18	182506	144781	174658	2	53	9	0	23	109903	0	218510	1	34	0.9402923348996792	1.0
	3620531	3617682		-	secA1	Rv3240c	-	0	7	2	0	70538	23869	0	11	6	1	3	74552	48764	31489	0	18	0.11652430872529425	1.0
	3621254	3620610		-		Rv3241c	-	0	0	0	0	0	0	0	0	0	0	1	10866	0	17819	0	14	0.0	1.0
	3622211	3621570		-		Rv3242c	-	0	2	0	5707	21492	4942	0	16	1	0	2	14374	6095	24521	0	23	0.9709858721922715	1.0
	3623091	3622249		-		Rv3243c	-	0	0	0	0	0	4837	0	1	2	2	0	30811	59143	6968	0	38	2.1572488170007845E-52	2.8063845973892023E-50
	3624910	3623159		-	lpqB	Rv3244c	-	1	0	0	15508	7014	2365	0	4	2	3	0	23727	103294	0	0	24	1.4760187832726525E-4	1.0
	3626613	3624910		-	mtrB	Rv3245c	-	2	2	1	25620	26374	11198	0	12	5	2	8	66024	58484	79787	1	39	0.0024245409291867898	0.0391299030413492
	3627349	3626663		-	mtrA	Rv3246c	-	0	0	0	0	8249	0	0	4	0	0	0	3232	0	0	0	1	0.4878217664810149	1.0
3626721			3626863	+	-	predicted RNA	antisense: mtrA	62	89	76	689826	887598	728128	232	5374	72	45	121	854195	1182701	1127872	228	7377	0.029621633720517647	0.25638240637536747
	3628063	3627419		-	tmk	Rv3247c	-	0	0	0	8250	0	0	0	4	0	0	0	0	0	3510	0	1	0.8728930831987123	1.0
	3629647	3628160		-	sahH	Rv3248c	-	4	3	0	46277	31369	5625	0	18	4	0	3	53026	1317	34680	0	19	0.3470310708876215	1.0
	3630387	3629752		-		Rv3249c	-	0	0	0	10049	0	5730	0	8	0	0	1	0	8401	17074	0	13	0.5977262833007118	1.0
3630350			3630450	+	-	predicted RNA	antisense: rubB Rv3249c	25	62	26	283746	613243	248895	163	3781	27	6	83	330261	171334	780265	162	4230	0.09201262339279385	0.4702502288396
	3630566	3630384		-	rubB	Rv3250c	-	0	0	0	0	0	2313	0	4	0	0	0	0	0	0	0	0	0.0	1.0
	3630738	3630571		-	rubA	Rv3251c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
3630581			3630715	+	-	predicted RNA	antisense: rubA	23	78	27	265322	774410	259568	139	3208	47	10	109	567537	279242	1023510	173	4617	0.025292900181117305	0.23129631679384943
	3631988	3630738		-	alkB	Rv3252c	-	3	0	1	42866	6397	15509	0	17	2	0	2	27510	0	26648	0	14	0.8126703256807605	1.0
3631489			3631650	+	-	predicted RNA	antisense: alkB	32	118	28	359181	1165993	273186	160	3700	47	3	143	562379	101317	1332234	167	4106	0.08012300782933217	0.44160265745211835
	3633584	3632097		-		Rv3253c	-	4	26	7	51861	259483	74395	3	86	5	1	13	66231	51070	129468	1	55	0.9652689472695783	1.0
	3633675	3635063		+		Rv3254	-	19	23	34	214454	234231	327339	8	186	24	0	32	292640	16968	298191	5	145	0.4952289556540473	0.9566451695535879
	3636267	3635041		-	manA	Rv3255c	-	7	12	7	81513	121156	71608	3	74	6	2	6	75240	54200	60957	1	51	0.7843556712480569	1.0
	3637315	3636275		-		Rv3256c	-	0	1	0	0	14814	6834	0	6	2	1	0	31499	30313	0	0	19	0.07598735938427	1.0
	3638709	3637312		-	pmmA	Rv3257c	-	1	2	2	21029	20707	22344	0	15	0	1	3	11004	46952	29308	0	20	0.27152098757359855	1.0
	3639302	3638811		-		Rv3258c	-	0	0	1	0	0	13512	0	9	1	1	2	15130	44645	22393	1	55	6.660350263549029E-5	0.001673598512097389
3639425	3639425	3639844		+		Rv3259	-	20	21	17	232444	213019	169610	20	488	29	1	20	347799	42504	189521	16	460	0.19557878923138064	0.6330884660726868
	3640141	3639872		-	whiB2	Rv3260c	-	0	1	0	0	10886	788	0	14	1	0	1	16918	0	15053	1	39	0.15804812467450854	0.5933505573168253
3639989			3640091	+	-	predicted RNA	antisense: whiB2	43	35	40	479404	351234	381598	168	3923	31	5	49	371045	153542	456861	115	3176	0.3695932500082884	0.831584812518649
	3640543	3641538		+	fbiA	Rv3261	-	2	0	2	31761	7351	22818	0	20	0	0	2	3576	0	22393	0	8	0.23125297337485154	1.0
	3641535	3642881		+	fbiB	Rv3262	-	3	0	2	35794	9371	20820	0	16	0	0	1	9766	24052	17393	0	12	0.8206657688945763	1.0
	3643177	3644838		+		Rv3263	-	9	11	20	100000	117171	194426	3	82	14	2	23	174346	72487	221808	3	93	0.10073608010681843	0.48700449538127427
	3645977	3644898		-	manB	Rv3264c	-	0	1	1	10980	18686	17981	0	14	1	0	2	15612	13673	24734	0	16	0.8449194423183077	1.0
	3646884	3645979		-	wbbL1	Rv3265c	-	6	8	5	69478	88159	56624	3	78	1	1	4	15268	32948	39414	1	32	0.26093926619229085	0.7082802139805875
	3647809	3646895		-	rmlD	Rv3266c	-	2	0	0	23076	0	2313	0	9	0	1	0	9559	46457	0	0	20	0.17703665573249497	1.0
	3647885	3649381		+		Rv3267	-	1	5	4	18238	49719	42166	1	24	3	0	3	37345	10708	35957	0	18	0.5365159894709505	1.0
	3649420	3650109		+		Rv3268	-	6	6	8	73759	65768	78548	4	105	1	1	6	15405	36738	59148	1	53	0.5974777635593443	1.0
3650788			3650203	-	-	predicted RNA	antisense: Rv3269 ctpC	1680	2053	2052	18664578	20278731	19424763	1437	33201	229	13	408	2714030	341350	3800106	154	3899	2.6416260535321884E-8	1.1813021508139256E-6
	3650234	3650515		+		Rv3269	-	1	1	1	17555	15656	12092	2	53	0	0	2	0	0	25106	1	29	0.6205495410306773	1.0
	3650526	3652682		+	ctpC	Rv3270	-	11	17	8	125186	175028	76603	2	58	32	9	21	380674	241515	199255	3	126	4.944722405378914E-4	0.010304705478782369
3653363	3653347	3652679	3650789	-		Rv3271c	-	895	1039	1011	9945037	10266273	9577024	641	14842	147	3	124	1747524	89126	1162340	57	1494	2.323714387215763E-15	1.5114705855026166E-13
3653375			3653364	-	-	predicted RNA	-	5	6	7	58995	67957	74710	243	5601	0	0	0	9284	0	7287	18	460	2.754760208168361E-15	1.7651023244278768E-13
	3653448	3654632		+		Rv3272	-	1	3	1	17741	33277	10147	0	17	2	0	2	32737	6095	19202	0	16	0.7598756311992338	1.0
	3654637	3656931		+		Rv3273	-	36	45	54	402729	450785	518664	8	199	40	11	38	474209	299176	358936	5	164	0.28099266899394765	0.7329598700768308
3658089	3658089	3656920		-	fadE25	Rv3274c	-	47	47	39	531823	473007	375131	16	393	19	2	38	225790	72158	358776	7	187	0.3259067784827577	0.784463854810607
	3658638	3658114		-	purE	Rv3275c	-	0	0	0	0	0	0	0	0	2	0	1	31361	0	9840	0	26	0.0	1.0
	3659924	3658635		-	purK	Rv3276c	-	1	0	0	13647	0	0	0	3	2	4	3	31636	127841	28138	1	48	7.612108942070343E-27	6.808079935064163E-25
	3659878	3660696		+		Rv3277	-	7	8	10	87593	82828	97791	4	109	7	1	8	89889	46952	80957	3	88	0.5425492413845157	1.0
3661169	3661169	3660651	3660177	-		Rv3278c	-	39	50	52	433188	494725	498002	39	915	41	4	56	489339	121911	522393	27	728	0.33607914029972374	0.7958012958117562
	3662012	3661212		-	birA	Rv3279c	-	6	5	5	68052	51010	54784	3	72	5	0	9	64924	15321	87765	2	69	0.2550968235799627	0.7038310643540848
	3662062	3663708		+	accD5	Rv3280	-	6	3	1	75930	37822	10410	1	25	2	0	1	31361	0	11276	0	8	0.08663555020408752	0.45550638791104237
	3663689	3664222		+	accE5	Rv3281	-	1	0	0	12903	0	4416	0	10	1	1	1	14305	38714	10212	0	39	0.023117617472070216	0.21923560248939966
	3664219	3664887		+		Rv3282	-	1	0	3	14640	0	29915	0	22	0	1	1	0	26853	12819	0	19	0.5083563532796139	1.0
	3664928	3665821		+	sseA	Rv3283	-	1	1	2	16253	10774	23554	0	18	2	0	3	32530	0	36170	1	25	0.3396439379662477	1.0
	3665818	3666249		+		Rv3284	-	1	0	0	12096	0	4100	0	12	0	0	0	0	0	0	0	0	0.0	1.0
	3666357	3668159		+	accA3	Rv3285	-	6	3	4	67617	34567	43690	1	26	5	1	7	60729	51070	71755	1	33	0.16018904554916572	0.5968076481389498
	3668954	3668169		-	sigF	Rv3286c	-	28	36	31	319727	356902	302313	17	415	24	5	36	286588	148599	344308	11	330	0.529654652144631	0.995537400024913
	3669388	3668951		-	rsbW	Rv3287c	-	0	0	0	682	5162	3364	0	7	0	0	0	1581	0	0	0	1	4.435652886546729E-5	1.0
	3669999	3669586		-	usfY	Rv3288c	-	1	2	0	18610	23456	2050	1	35	1	0	0	13686	15815	3936	0	26	0.4068889163640367	0.8690418497267709
	3670411	3670034		-		Rv3289c	-	6	1	3	69913	18574	32702	4	106	2	4	2	34387	107413	25744	3	147	0.15294348578474765	0.582596614440037
3670420			3670496	+	-	predicted RNA	antisense: lat	14	32	23	157816	319135	220767	131	3020	46	20	60	550618	534266	563989	227	7137	6.6395720699852816E-6	2.159369916397486E-4
	3671794	3670445		-	lat	Rv3290c	-	3	8	8	41315	80864	79547	2	49	3	2	8	45873	78418	75957	1	49	0.23709989917730848	0.6843005237375196
3671621			3671753	+	-	predicted RNA	antisense: lat	54	65	60	599627	650224	576025	197	4576	94	36	128	1112310	955024	1196276	267	8179	0.002958676516874251	0.04536285102478985
	3672297	3671845		-	lrpA	Rv3291c	-	4	5	8	46401	56341	76550	5	131	15	4	4	180742	129983	42180	7	259	0.012694078552655363	0.14323137468186523
	3672328	3673575		+		Rv3292	-	1	0	0	12655	280	0	0	3	1	1	0	21114	35255	8031	0	17	0.0020364603453559465	1.0
	3673602	3675086		+	pcd	Rv3293	-	2	0	2	25310	5892	21819	0	11	4	0	1	55295	0	9361	0	14	0.5089496722405114	1.0
	3675995	3675186		-		Rv3294c	-	11	8	22	122952	87149	210357	7	173	16	1	25	194910	34266	233085	7	190	0.11913044994712514	0.5205484860805197
	3676066	3676731		+		Rv3295	-	0	0	0	0	3759	0	0	1	0	1	2	0	49752	21223	0	35	5.041759478685512E-47	6.18407812628483E-45
	3676775	3681316		+	lhr	Rv3296	-	6	3	13	76923	36139	128128	0	17	6	2	14	81568	56507	130744	0	19	0.16302096692256446	1.0
	3681320	3682087		+	nei	Rv3297	-	9	14	9	110669	145566	86119	6	148	9	3	15	109834	90609	142021	5	148	0.2198460437793111	0.6618506773804927
	3683024	3682110		-	lpqC	Rv3298c	-	8	7	7	89081	74074	66876	3	83	5	1	6	66162	47281	57659	2	62	0.6213610741347223	1.0
	3685963	3683051		-	atsB	Rv3299c	-	3	1	7	43238	17340	66246	0	14	3	1	2	41884	26523	27340	0	10	0.6318525013004813	1.0
	3686900	3685983		-		Rv3300c	-	0	0	0	0	0	0	0	0	0	2	2	0	77759	21329	0	35	1.0	1.0
	3687577	3686912		-	phoY1	Rv3301c	-	1	0	0	18796	6228	0	0	12	0	1	0	0	29654	2872	0	16	0.5324756626476892	1.0
	3689442	3687685		-	glpD2	Rv3302c	-	18	15	27	200744	153142	258359	5	116	12	3	21	144497	97528	201329	2	84	0.6432276149831591	1.0
	3690938	3689457		-	lpdA	Rv3303c	-	0	2	2	0	21773	19400	0	9	0	3	8	7702	96210	75319	1	40	1.8223342231122997E-4	0.004251783054250599
	3691141	3691620		+		Rv3304	-	3	3	2	36476	37429	22029	2	66	0	0	3	618	20757	27925	1	34	0.42442803410465874	0.887948123982115
	3692808	3691639		-	amiA1	Rv3305c	-	8	10	15	99193	100112	148107	4	98	6	5	4	74277	143822	42712	1	74	0.7184919840551154	1.0
	3693989	3692805		-	amiB1	Rv3306c	-	3	1	4	37655	10325	38696	1	24	3	3	2	42228	92751	22925	1	44	0.08698735725836768	0.45550638791104237
	3694054	3694860		+	deoD	Rv3307	-	1	0	0	18796	0	0	0	7	1	1	0	12242	32619	7872	0	21	0.09466865506253953	1.0
	3694864	3696468		+	pmmB	Rv3308	-	3	1	4	33995	10269	40010	0	17	0	1	2	0	42009	27021	0	14	0.4662627024753511	1.0
	3697093	3696470		-	upp	Rv3309c	-	11	16	16	129466	164927	153785	10	239	10	1	12	119532	47775	119946	5	153	0.968735400040338	1.0
	3697198	3698097		+	sapM	Rv3310	-	2	8	9	27915	86756	91272	3	76	4	0	9	48762	20757	92553	2	60	0.5012445549600413	0.9623626450999362
	3698121	3699383		+		Rv3311	-	30	38	44	337655	377946	423238	13	300	8	1	36	95460	30148	337234	5	122	0.1145180103959243	0.5140859038665166
	3700330	3699404		-		Rv3312c	-	5	2	3	59367	29461	36593	1	45	0	4	4	8528	114827	46276	1	60	0.15653377854571027	0.5910285939285261
	3700526	3700356		-		Rv3312b	-	2	0	0	23325	7968	0	2	61	0	1	0	6189	50411	7021	2	124	0.1841028620868956	0.621540257748648
	3701016	3700705		-		Rv3312A	-	0	0	0	0	0	6414	0	6	1	3	0	15612	84843	2872	2	110	4.942799961063235E-30	4.822600052919197E-28
	3702184	3701087		-	add	Rv3313c	-	0	0	0	0	0	0	0	0	3	0	0	38308	5930	0	0	13	0.0	1.0
	3703467	3702184		-	deoA	Rv3314c	-	5	3	1	56389	34399	12828	1	26	3	2	3	42916	53706	35478	1	34	0.21742882858400098	0.6604656273315155
	3703865	3703464		-	cdd	Rv3315c	-	0	1	0	3101	13804	0	0	14	0	0	0	0	0	0	0	0	0.0	1.0
	3704102	3704440		+	sdhC	Rv3316	-	0	0	1	7320	4264	12828	1	24	0	0	0	0	0	1223	0	1	6.034708907971921E-73	1.0
	3704437	3704871		+	sdhD	Rv3317	-	5	0	2	55583	4545	20925	2	62	0	0	0	11072	0	5212	0	12	0.006690395783667014	0.08889967212948535
	3705000	3706772		+	sdhA	Rv3318	-	2	4	0	30769	41245	5993	0	14	0	5	4	7909	142833	39946	0	35	0.01939199118477193	0.19542210834794813
	3706772	3707563		+	sdhB	Rv3319	-	2	3	2	24317	30920	20977	1	32	0	0	3	0	0	37074	0	15	0.2588291113083146	0.7065010151553411
	3708070	3707642		-	vapC44	Rv3320c	-	8	5	10	98200	53647	98370	8	194	5	2	4	64649	76771	42287	4	142	0.6666183892346316	1.0
	3708316	3708074		-	vapB44	Rv3321c	-	0	0	0	2977	0	4153	0	9	0	0	1	0	0	11436	0	15	0.5560291163468535	1.0
	3709052	3708438		-		Rv3322c	-	2	0	0	24937	0	0	0	13	1	0	0	16368	0	5478	0	11	0.44262050554777455	1.0
	3709714	3709049		-	moaX	Rv3323c	-	0	0	2	6017	6341	21345	0	16	3	0	0	40852	16803	0	0	28	0.35499927113251395	0.8165126078362283
	3710248	3709715		-	moaC3	Rv3324c	-	1	0	4	12468	7912	40063	1	37	2	1	4	29023	32619	37446	1	61	0.18310396108278243	0.621540257748648
	3711749	3713461		+		Rv3327	-	15	23	25	169292	232996	242691	5	125	16	3	22	193878	102471	209680	3	98	0.4727578505259152	0.9332949299196812
	3714332	3713394		-	sigJ	Rv3328c	-	1	3	3	21774	37037	36961	1	33	5	1	5	59697	49588	50319	1	56	0.10776679898116318	0.5049728291659471
	3714392	3715708		+		Rv3329	-	2	4	5	29342	40235	52891	1	30	11	1	3	136313	29983	34946	1	50	0.0802424278747825	0.44160265745211835
	3715777	3716994		+	dacB1	Rv3330	-	0	1	0	6079	10493	0	0	4	3	0	1	41059	26029	15425	0	22	9.588346286979454E-4	1.0
	3717090	3718598		+	sugI	Rv3331	-	6	3	4	74255	34792	42797	1	33	5	1	4	63480	28830	41755	0	29	0.32603041232333374	0.784463854810607
	3718595	3719746		+	nagA	Rv3332	-	0	0	1	0	8978	17034	0	7	0	0	1	3507	0	17021	0	5	0.4291796361867576	1.0
	3720782	3719937		-		Rv3333c	-	4	5	2	53722	57856	24185	2	53	4	1	6	48555	34102	64521	2	57	0.24606756112162026	0.6972121288412604
	3721257	3721697		+		Rv3334	-	8	14	7	91563	141975	72502	9	231	8	1	12	105020	41845	114946	7	197	0.46902516774938485	0.9291763014066032
	3722600	3721731		-		Rv3335c	-	0	3	7	11042	35129	73291	2	45	7	1	3	90440	27347	34095	1	58	0.19493876824715733	0.6330884660726868
	3723631	3722621		-	trpS	Rv3336c	-	1	1	4	12468	15095	43007	1	23	0	1	2	8665	30148	22819	0	20	0.4756240458248266	1.0
	3725844	3724615		-	icd1	Rv3339c	-	1	3	5	13647	35578	47423	1	26	2	0	6	29504	0	56542	0	23	0.40335555924954064	0.8653700229176801
	3726127	3727476		+	metC	Rv3340	-	2	2	2	26364	29180	25026	0	19	3	1	13	35625	49588	125265	1	51	0.010412708662325623	0.12478616050291563
	3727488	3728627		+	metA	Rv3341	-	0	0	0	0	0	0	0	0	0	2	3	0	57990	32925	0	26	1.0	1.0
	3728624	3729355		+		Rv3342	-	0	1	2	5769	13692	22450	0	19	0	4	0	0	113344	0	0	51	0.03467900216784541	0.284717823602602
	3736935	3729364		-	PPE54	Rv3343c	-	41	64	56	459305	634231	531966	3	71	49	7	52	586244	208731	491117	2	56	0.3156608371053858	0.772030322168109
	3738000	3736984		-	PE_PGRS49	Rv3344c	-	0	0	0	0	0	0	0	0	0	0	0	9422	13179	0	0	7	0.0	1.0
	3742774	3738158		-	PE_PGRS50	Rv3345c	-	1	0	2	20781	6341	21135	0	3	0	2	0	7977	72158	6170	0	6	0.1747007193882873	1.0
	3743455	3743198		-		Rv3346c	-	2	0	0	27605	0	7413	1	45	0	0	0	0	0	0	0	0	1.0	1.0
	3753184	3743711		-	PPE55	Rv3347c	-	40	74	72	445657	737485	682492	2	65	46	23	85	548693	606754	800000	2	68	0.09820116452744856	0.48070421814861647
	3753765	3754256		+		Rv3348	-	4	5	13	53784	54040	123869	6	156	6	3	16	79917	78747	148989	7	208	0.07849157103131842	0.44160265745211835
	3755237	3754293		-		Rv3349c	-	3	4	8	41749	46857	83753	2	60	6	0	11	71801	0	110212	2	64	0.21187132116857418	0.6600606544097888
	3767102	3755952		-	PPE56	Rv3350c	-	29	31	37	329776	313636	353785	1	29	45	21	52	534319	565733	484627	1	47	0.013681675626917111	0.15137998316070916
	3768140	3767346		-		Rv3351c	-	4	2	2	44602	26094	20189	1	38	2	0	6	27372	0	57234	1	35	0.39629300316515703	0.8583682455035415
	3768593	3768222		-		Rv3352c	-	0	0	0	0	0	8727	0	7	0	0	0	0	0	2500	0	2	0.04344990324583905	1.0
	3768996	3768736		-		Rv3353c	-	0	0	0	0	0	4626	0	5	0	0	0	0	0	0	0	0	0.0	1.0
	3769111	3769500		+		Rv3354	-	5	6	4	55893	59652	42008	5	134	3	3	4	40165	78583	40744	3	136	0.2486870282042613	0.6975722965965601
	3769807	3769514		-		Rv3355c	-	1	0	3	18920	0	36277	2	62	1	1	2	16093	28830	20531	2	74	0.5085989654390798	0.9717024292968266
	3770649	3769804		-	folD	Rv3356c	-	1	1	0	11662	16105	7413	0	13	0	8	0	0	228500	8670	1	93	1.6959895708167197E-9	8.273730940359293E-8
	3770773	3771048		+	relJ	Rv3357	-	0	1	0	0	10044	0	0	12	0	0	0	0	0	0	0	0	0.0	1.0
	3771045	3771302		+	relK	Rv3358	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3771344	3772534		+		Rv3359	-	12	21	11	140260	207912	107465	5	127	13	2	13	154195	69522	125531	3	97	0.6026220670392547	1.0
	3772651	3773019		+		Rv3360	-	6	9	14	72270	97643	140378	12	280	5	1	17	68844	49258	160904	9	252	0.3927998754378227	0.8546831552227941
	3773567	3773016		-		Rv3361c	-	2	0	1	23821	3815	13722	1	24	1	0	1	12104	0	17712	0	18	0.404365871370069	1.0
	3774155	3773574		-		Rv3362c	-	0	0	0	0	0	6046	0	3	0	0	0	0	0	8617	0	4	0.5399256406126793	1.0
	3774504	3774136		-		Rv3363c	-	0	0	0	0	0	0	0	0	2	0	0	29642	19769	7180	1	51	1.0	1.0
	3774874	3774482		-		Rv3364c	-	0	1	0	0	13973	6519	0	17	4	1	0	59078	40197	6489	2	89	2.678095425350973E-4	0.005957027803643381
	3777501	3774871		-		Rv3365c	-	4	8	9	53287	84567	91955	1	29	13	5	16	161348	146622	151808	1	58	0.005401288145409702	0.07479912905885112
	3777737	3778201		+	spoU	Rv3366	-	2	2	0	30831	23007	0	1	38	0	0	0	0	0	4574	0	3	4.149904542893929E-15	2.6199323827417116E-13
	3778568	3780334		+	PE_PGRS51	Rv3367	-	0	2	1	2047	27553	16403	0	8	0	4	2	0	117627	24680	0	26	0.0100501783912731	1.0
	3780979	3780335		-		Rv3368c	-	3	2	4	44230	20145	46267	2	57	3	4	4	40027	122240	38510	2	103	0.05947650975146355	0.38385051730193664
	3780978	3781412		+		Rv3369	-	0	2	0	10049	23625	0	1	25	0	0	0	11691	0	7500	0	14	0.6117370171136227	1.0
	3784740	3781501		-	dnaE2	Rv3370c	-	15	9	10	168548	93041	102733	1	37	9	6	8	109766	168039	77606	1	36	0.23902324645850542	0.6849978618467049
	3784932	3786272		+		Rv3371	-	12	6	16	141377	65488	156414	3	90	5	0	11	68569	20922	106170	1	48	0.6856721546717592	1.0
	3786314	3787489		+	otsB2	Rv3372	-	15	15	26	175806	154040	253101	7	165	17	9	24	204332	249423	229893	5	193	0.05288809717124379	0.3575568522144088
	3787726	3788367		+	echA18	Rv3373	-	0	0	0	0	0	0	0	0	0	0	1	0	23558	17127	0	21	0.0	1.0
	3788621	3790048		+	amiD	Rv3375	-	5	2	1	63213	21661	16140	0	23	4	1	5	47936	27018	55425	1	30	0.21582820115609053	0.6600606544097888
	3790156	3790809		+		Rv3376	-	11	15	20	131885	152413	193270	10	243	16	6	22	190440	178088	212872	9	296	0.057579341627256204	0.37747779642328866
