Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_0.1 vs Cond_6	qValue Cond_0.1 vs Cond_6
	3826548	3826958		+	vapC47	Rv3408	-	6	1	7	78885	36902	73936	5	153	4	1	75726	36902	3	137	0.4663666953140231	1.0
3828727	3828727	3826991	3826284	-	choD	Rv3409c	-	229	108	341	2716299	2838714	3183138	53	1676	236	108	4375414	2838714	46	2076	0.5358666684365451	1.0
	3829910	3828783		-	guaB3	Rv3410c	-	2	0	5	33700	0	52659	1	25	0	0	0	0	0	0	0.0	1.0
	3831519	3829930		-	guaB2	Rv3411c	-	6	3	3	71733	87973	35159	1	40	0	3	0	87973	0	27	0.582253920828492	1.0
3831726	3831726	3832136		+		Rv3412	-	21	4	17	258046	108237	167340	14	432	6	4	113796	108237	5	270	0.571654248635632	1.0
3831904			3831831	-	-	predicted RNA	antisense: Rv3412	49	9	60	585350	253047	566223	223	6327	26	9	483195	253047	113	4974	0.5129788788382793	1.0
	3833045	3832146		-		Rv3413c	-	62	9	73	741540	237891	687553	22	617	29	9	536721	237891	9	430	0.5245744293434836	1.0
	3833676	3833038		-	sigD	Rv3414c	-	2	0	1	26341	0	9308	0	18	0	0	12655	0	0	9	0.6203045291479286	1.0
	3834521	3833694		-		Rv3415c	-	1	0	0	13136	0	0	0	5	0	0	0	0	0	0	0.0	1.0
	3834892	3835200		+	whiB3	Rv3416	-	5	0	7	68982	17792	73244	6	172	5	0	108402	17792	5	204	0.5165711379437151	1.0
	3836891	3835272		-	groEL1	Rv3417c	-	7	2	6	94291	58484	60000	1	43	2	2	46265	58484	0	32	0.5680138351888027	1.0
3836981			3837444	+	-	predicted RNA	antisense: groES	1022	517	688	12094773	13544645	6411382	653	23025	682	517	12604668	13544645	596	28178	0.4355731347320868	1.0
	3837288	3836986		-	groES	Rv3418c	-	2	1	4	27854	30642	38191	3	106	0	1	14730	30642	1	74	0.5802724676839294	1.0
	3838589	3837555		-	gcp	Rv3419c	-	2	0	0	24621	25535	0	0	16	1	0	30809	25535	0	27	0.5841428000057399	1.0
	3839062	3838586		-	rimI	Rv3420c	-	0	0	3	0	0	29414	0	20	1	0	24896	0	0	26	0.540834401541301	1.0
	3839694	3839059		-		Rv3421c	-	3	3	0	37345	90115	0	1	66	0	3	0	90115	1	70	0.4971823188935054	1.0
	3840197	3839691		-		Rv3422c	-	1	2	0	19532	61285	8138	1	58	0	2	0	61285	0	60	0.4925050830095387	1.0
	3841420	3840194		-	alr	Rv3423c	-	3	4	1	46767	112850	18244	1	48	0	4	0	112850	0	45	0.4788512416466409	1.0
	3842076	3841714		-		Rv3424c	-	9	1	13	114442	28006	126010	9	246	4	1	90041	28006	3	162	0.5862309172268729	1.0
	3842239	3842769		+	PPE57	Rv3425	-	2	0	1	25447	0	18457	1	27	2	0	39107	0	0	36	0.5456758047056899	1.0
	3843036	3843734		+	PPE58	Rv3426	-	0	0	1	0	0	16595	0	7	0	0	3630	0	0	2	0.8401976482472711	1.0
	3844640	3843885		-		Rv3427c	-	3	1	6	40165	34266	56170	1	57	1	1	22095	34266	0	37	0.5917651108864955	1.0
	3845970	3844738		-		Rv3428c	-	1	0	3	16093	0	36010	0	14	2	0	49170	0	0	19	0.5538773284083537	1.0
3847165	3847165	3847701	3847701	+	PPE59	Rv3429	-	15	4	28	178335	111532	268510	12	346	13	4	256846	111532	7	342	0.4803904544559028	1.0
	3848805	3847642		-		Rv3430c	-	17	6	43	201375	170840	409468	8	223	8	6	161307	170840	3	142	0.557594271701506	1.0
	3848999	3848844		-		Rv3430a	-	0	0	0	0	16803	7978	1	52	0	0	0	16803	0	53	0.5000121688177093	1.0
	3851754	3850372		-	gadB	Rv3432c	-	8	2	6	99518	59802	60585	1	53	5	2	101763	59802	1	58	0.49712708820175733	1.0
	3853213	3851792		-		Rv3433c	-	1	2	2	15061	78088	19361	0	26	0	2	11825	78088	0	31	0.517956980830459	1.0
	3853928	3853215		-		Rv3434c	-	1	0	6	12379	0	64840	1	36	0	0	15456	0	0	10	0.6983645671631986	1.0
	3854793	3853939		-		Rv3435c	-	1	0	3	12173	0	33191	0	17	0	0	0	0	0	0	0.0	1.0
	3856889	3855015		-	glmS	Rv3436c	-	1	2	2	22008	65238	18829	0	18	1	2	29253	65238	0	25	0.5359946763540899	1.0
	3856911	3857387		+		Rv3437	-	0	1	6	9903	27182	63670	2	70	2	1	50933	27182	1	81	0.5128132089424453	1.0
	3857397	3858239		+		Rv3438	-	6	1	13	72077	32784	125478	3	91	4	1	80601	32784	1	67	0.5682150002308504	1.0
	3859662	3858259		-		Rv3439c	-	6	0	4	74759	21416	39361	1	32	1	0	35373	21416	0	20	0.5965257710996033	1.0
	3859976	3859665		-		Rv3440c	-	0	0	1	0	0	15691	0	16	0	0	0	0	0	0	0.0	1.0
	3861370	3860024		-	mrsA	Rv3441c	-	2	2	2	29573	76935	26329	0	32	3	2	56639	76935	1	49	0.555505748784791	1.0
	3861950	3861495		-	rpsI	Rv3442c	-	0	0	1	0	0	10319	0	7	0	0	0	0	0	0	0.0	1.0
	3862390	3861947		-	rplM	Rv3443c	-	0	1	0	0	50741	0	0	38	0	1	0	50741	0	57	0.56482705636001	1.0
	3862926	3862624		-	esxT	Rv3444c	-	0	1	2	0	42998	19308	1	68	0	1	0	42998	1	70	0.4945142487660827	1.0
	3863264	3862947		-	esxU	Rv3445c	-	0	0	0	0	4777	0	0	5	0	0	0	4777	0	7	0.5834309912962811	1.0
	3864531	3863317		-		Rv3446c	-	0	4	1	8459	119275	9893	0	37	0	4	16078	119275	0	55	0.5522237517744726	1.0
	3868238	3864528		-	eccC4	Rv3447c	-	1	8	4	13961	228665	42180	0	25	1	8	34128	228665	0	35	0.5201175207173416	1.0
	3868352	3869755		+	eccD4	Rv3448	-	0	0	1	0	0	13989	0	3	1	0	32365	0	0	11	0.6934832785056518	1.0
	3869752	3871119		+	mycP4	Rv3449	-	0	0	2	0	23393	26808	0	12	3	0	72095	23393	0	34	0.030775192944781378	1.0
	3872496	3871084		-	eccB4	Rv3450c	-	3	0	2	36244	0	26808	0	14	0	0	4979	0	0	1	1.314152237272736E-4	1.0
	3872617	3873405		+	cut3	Rv3451	-	1	1	2	23108	41021	27180	1	38	1	1	35684	41021	1	48	0.5279460057161883	1.0
	3873452	3874132		+	cut4	Rv3452	-	1	0	0	15405	0	6648	0	10	3	0	69087	0	1	50	0.2699639441579095	1.0
	3876822	3876052		-	truA	Rv3455c	-	0	0	3	10866	0	36595	0	20	1	0	30082	0	0	19	0.4788170489438282	1.0
	3877432	3876890		-	rplQ	Rv3456c	-	0	0	3	0	0	36223	1	22	0	0	0	0	0	0	0.0	1.0
3876968			3877140	+	-	predicted RNA	antisense: rplQ	150	19	144	1778129	498023	1342978	250	6973	67	19	1237551	498023	117	5016	0.5309277769309402	1.0
	3878507	3877464		-	rpoA	Rv3457c	-	5	0	13	69119	0	122340	2	61	8	0	156639	0	1	75	0.5190349699564567	1.0
	3879264	3878659		-	rpsD	Rv3458c	-	0	0	2	9284	25700	24680	0	32	0	0	0	25700	0	21	0.5969238623888907	1.0
	3879692	3879273		-	rpsK	Rv3459c	-	0	1	4	0	38056	39414	1	61	0	1	11825	38056	1	59	0.47951558144119194	1.0
	3880070	3879696		-	rpsM	Rv3460c	-	0	0	1	0	2635	14734	0	15	0	0	8402	2635	0	14	0.5063161407487043	1.0
3879808			3879984	+	-	predicted RNA	antisense: rpsM	112	21	145	1332874	562438	1352712	218	6116	65	21	1204045	562438	115	4990	0.5141385069536507	1.0
3880082			3880783	+	-	predicted RNA	antisense: infA rpmJ	757	284	981	8963342	7449752	9139468	396	12133	495	284	9150933	7449752	258	11823	0.482431916248576	1.0
	3880399	3880286		-	rpmJ	Rv3461c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3880653	3880432		-	infA	Rv3462c	-	0	0	0	0	0	5957	0	8	0	0	12448	0	0	28	0.6865238400105242	1.0
	3880907	3881764		+		Rv3463	-	3	1	7	44704	38714	72074	2	60	7	1	134543	38714	2	100	0.5692648116675865	1.0
	3881837	3882832		+	rmlB	Rv3464	-	2	3	1	25171	95222	18297	1	46	1	3	22614	95222	1	59	0.530119177556728	1.0
	3882834	3883442		+	rmlC	Rv3465	-	0	1	0	0	38220	0	0	20	0	1	0	38220	0	31	0.5696606997167274	1.0
	3883525	3884193		+		Rv3466	-	15	7	19	180192	207907	177287	8	281	7	7	142427	207907	5	261	0.4733580659026458	1.0
	3883964	3884917	3884917	+		Rv3467	-	76	21	64	904814	562108	600478	23	722	36	21	679771	562108	14	650	0.5055108222465782	1.0
	3886069	3884975		-		Rv3468c	-	2	0	3	31086	0	28085	0	18	1	0	31120	0	0	14	0.5582317583769234	1.0
	3887083	3886073		-	mhpE	Rv3469c	-	0	1	5	0	50906	52978	1	34	1	1	33817	50906	0	41	0.5217730261116696	1.0
	3888802	3887144		-	ilvB2	Rv3470c	-	2	1	4	28954	26688	43031	0	19	0	1	13174	26688	0	12	0.6074752823752105	1.0
	3889341	3888808		-		Rv3471c	-	0	0	0	0	0	6968	0	4	2	0	39626	0	0	37	8.43079081350728E-4	0.03931898484892846
	3889362	3889868		+		Rv3472	-	4	0	1	48349	0	18244	1	43	1	0	26763	0	0	26	0.6098535073093778	1.0
	3890733	3889948		-	bpoA	Rv3473c	-	0	0	5	11554	0	55212	1	28	3	0	62759	0	1	39	0.5503014631625396	1.0
3894963			3893986	-	-	predicted RNA	antisense: PPE60 PE31	1540	249	1567	18222420	6546622	14595000	474	13416	654	249	12093049	6546622	217	9529	0.5477274074963163	1.0
	3894093	3894389		+	PE31	Rv3477	-	1	0	1	16506	0	9308	1	28	0	0	11307	0	0	19	0.5807976180142987	1.0
	3894426	3895607		+	PPE60	Rv3478	-	2	0	0	26341	0	9042	0	9	0	0	0	0	0	0	0.0	1.0
3895343			3895195	-	-	predicted RNA	antisense: PPE60	185	7	189	2198555	197858	1765425	356	9310	40	7	750622	197858	76	3182	0.4159726153352777	1.0
3895453			3895431	-	-	predicted RNA	antisense: PPE60	16	4	6	200756	111202	56010	161	5332	2	4	37136	111202	61	3224	0.5898237260514462	1.0
3896005			3895544	-	-	predicted RNA	antisense: PPE60 Rv3479	393	78	363	4649037	2055683	3382925	248	7278	168	78	3105082	2055683	124	5585	0.5562842149139386	1.0
	3895820	3898885		+		Rv3479	-	21	7	43	258596	205436	403617	3	94	11	7	217946	205436	1	69	0.5430901527166784	1.0
3900402	3900402	3898909		-		Rv3480c	-	52	18	82	621733	474958	768882	14	416	20	18	386410	474958	6	288	0.5296215336122763	1.0
	3901182	3900493		-		Rv3481c	-	0	0	1	5914	0	10851	0	8	0	0	2593	0	0	1	0.06347501282854691	1.0
	3902106	3901324		-		Rv3482c	-	0	0	0	9697	0	1063	0	4	0	0	13900	0	0	8	0.6250886758537499	1.0
	3902812	3902150		-		Rv3483c	-	2	0	2	26822	0	25265	1	26	3	0	71887	0	1	54	0.614043941694181	1.0
	3903078	3904616		+		Rv3484	-	34	3	41	402407	97693	382553	7	191	8	3	161929	97693	1	84	0.9236388915862992	1.0
	3905566	3904622		-		Rv3485c	-	9	1	6	109491	49093	65053	2	78	2	1	47821	49093	1	51	0.5897033588349062	1.0
3905772	3905772	3906221		+		Rv3486	-	94	13	142	1117881	355189	1322500	76	2070	44	13	812551	355189	30	1297	0.5510395003117824	1.0
	3907007	3906174		-	lipF	Rv3487c	-	1	0	3	21389	24217	36755	1	32	1	0	26244	24217	0	30	0.4699863544816668	1.0
3906222			3906241	+	-	predicted RNA	antisense: lipF	11	1	15	136038	52059	147553	202	5594	5	1	110580	52059	93	4065	0.5650736749740386	1.0
3906607			3906850	+	-	predicted RNA	antisense: lipF	150	25	199	1780949	675288	1853191	212	5887	55	25	1018049	675288	77	3469	0.5541942634310083	1.0
3906904			3906923	+	-	predicted RNA	antisense: lipF	10	0	16	122627	23723	151861	191	4970	4	0	84128	23723	64	2696	0.6142417968196748	1.0
3907042			3907268	+	-	predicted RNA	-	123	10	191	1459972	271004	1781648	198	5158	61	10	1132883	271004	75	3092	0.5575930970162565	1.0
3907364			3907445	+	-	predicted RNA	-	54	9	68	643878	252883	637765	223	6237	24	9	451452	252883	97	4294	0.531615196819437	1.0
	3907667	3907990		+		Rv3488	-	2	1	2	25171	30313	25585	2	83	0	1	0	30313	0	46	0.6220096276984731	1.0
	3908072	3908236		+		Rv3489	-	0	0	0	5845	0	5638	0	23	0	0	0	0	0	0	0.0	1.0
3908365			3908122	-	-	predicted RNA	antisense: Rv3489 otsA	146	26	264	1733356	690939	2461914	248	6675	92	26	1711099	690939	115	4922	0.5499968749308065	1.0
	3908236	3909738		+	otsA	Rv3490	-	0	1	11	6052	29654	111489	1	32	1	1	19294	29654	0	16	0.634745165808586	1.0
	3909890	3910468		+		Rv3491	-	7	3	9	92090	90609	84574	4	153	7	3	144087	90609	4	202	0.5166424029031842	1.0
	3910947	3910465		-		Rv3492c	-	9	3	17	107496	94892	167021	8	254	5	3	107365	94892	4	209	0.541760710130796	1.0
	3911675	3910947		-		Rv3493c	-	1	2	1	18775	54530	18138	1	41	0	2	16701	54530	0	48	0.5150520587809938	1.0
	3913369	3911675		-	mce4F	Rv3494c	-	2	0	1	27579	0	14521	0	8	2	0	47821	0	0	14	0.5889285273929702	1.0
	3914534	3913380		-	lprN	Rv3495c	-	11	2	6	138239	57825	64361	2	75	6	2	116078	57825	1	75	0.47941267680615024	1.0
	3915886	3914531		-	mce4D	Rv3496c	-	3	2	2	39889	58319	24787	0	30	0	2	14626	58319	0	26	0.4664298716351377	1.0
	3916956	3915883		-	mce4C	Rv3497c	-	6	0	1	74209	0	13776	0	27	0	0	16701	0	0	7	0.7048536096819985	1.0
	3917998	3916946		-	mce4B	Rv3498c	-	3	2	5	44222	56013	55585	1	49	3	2	58298	56013	1	54	0.5048895834459967	1.0
	3919200	3917998		-	mce4A	Rv3499c	-	1	1	3	11966	30148	30691	0	20	1	1	25000	30148	0	22	0.5108117999194164	1.0
	3920062	3919220		-	yrbE4B	Rv3500c	-	0	0	8	3988	11861	75265	1	36	2	0	50622	11861	0	37	0.4915526856128899	1.0
	3920861	3920097		-	yrbE4A	Rv3501c	-	0	1	2	7909	30971	23297	0	27	0	1	10062	30971	0	26	0.4854452284374633	1.0
	3922040	3921087		-		Rv3502c	-	0	0	0	0	0	7340	0	2	0	0	14937	0	0	7	0.6847691032181591	1.0
	3922256	3922065		-	fdxD	Rv3503c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3922471	3923673		+	fadE26	Rv3504	-	5	0	5	63755	21252	51276	1	37	2	0	38485	21252	0	24	0.5882011723154893	1.0
	3923698	3924819		+	fadE27	Rv3505	-	3	2	0	44635	68039	0	0	33	0	2	0	68039	0	30	0.4685823482860393	1.0
	3924890	3926398		+	fadD17	Rv3506	-	1	0	1	14924	0	13563	0	6	4	0	74896	0	0	24	0.7350994032485056	1.0
	3926569	3930714		+	PE_PGRS53	Rv3507	-	9	0	2	111416	21911	27765	0	12	0	0	0	21911	0	2	0.2898290245709973	1.0
	3931005	3936710		+	PE_PGRS54	Rv3508	-	4	2	4	47317	71169	42446	0	9	2	2	45331	71169	0	10	0.502479662928897	1.0
	3938424	3936877		-	ilvX	Rv3509c	-	9	7	8	111485	188138	79308	2	81	4	7	92012	188138	1	90	0.5023408940113605	1.0
	3939257	3938421		-		Rv3510c	-	0	0	3	0	19769	28244	0	19	1	0	20228	19769	0	23	0.5326012600233222	1.0
	3939617	3941761		+	PE_PGRS55	Rv3511	-	1	4	0	17606	130148	0	0	22	0	4	0	130148	0	30	0.5351307367133378	1.0
	3943812	3944963		+	PE_PGRS56	Rv3512	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3945748	3945092		-	fadD18	Rv3513c	-	2	0	1	29711	0	17819	0	24	0	0	17946	0	0	13	0.6172438722510956	1.0
	3945794	3950263		+	PE_PGRS57	Rv3514	-	12	11	1	146698	314168	15478	0	35	1	11	35580	314168	0	39	0.4935478921778763	1.0
	3952470	3950824		-	fadD19	Rv3515c	-	3	0	1	39821	18945	17765	0	15	0	0	14419	18945	0	10	0.5942575906120471	1.0
	3952544	3953335		+	echA19	Rv3516	-	1	0	0	14305	0	0	0	6	0	0	1659	0	0	1	0.0027688185438259853	1.0
	3953431	3954270		+		Rv3517	-	3	2	4	43191	77594	42234	1	64	0	2	15352	77594	1	55	0.45973132441098175	1.0
	3955521	3954325		-	cyp142	Rv3518c	-	2	0	4	35075	20263	41276	0	26	0	0	9439	20263	0	12	0.6530590949028625	1.0
	3955550	3956260		+		Rv3519	-	37	7	47	449105	209390	443351	18	516	21	7	389834	209390	9	421	0.5193812172610797	1.0
	3957368	3956325		-		Rv3520c	-	27	4	39	321595	117298	371489	9	258	20	4	376556	117298	5	236	0.5183432420372581	1.0
	3957521	3958432		+		Rv3521	-	19	7	30	225722	191268	285265	8	256	14	7	258817	191268	5	246	0.48182304910595863	1.0
	3958448	3959512		+	ltp4	Rv3522	-	3	0	8	45735	0	75000	1	37	1	0	32053	0	0	15	0.6722719445149138	1.0
	3959529	3960713		+	ltp3	Rv3523	-	0	0	0	0	0	1914	0	0	1	0	23962	0	0	10	1.4597083422082398E-27	1.0
	3960755	3961786		+		Rv3524	-	2	1	9	28610	36243	89946	1	49	0	1	11307	36243	0	23	0.6465152195148081	1.0
	3962324	3961800		-		Rv3525c	-	5	0	5	69807	17133	47553	3	85	1	0	20228	17133	0	35	0.6628342687694533	1.0
	3962439	3963599		+	kshA	Rv3526	-	2	0	2	32462	0	21010	0	15	1	0	19709	0	0	8	0.6226744992243052	1.0
	3963605	3964054		+		Rv3527	-	1	0	0	15887	0	8191	0	17	0	0	0	0	0	0	0.0	1.0
	3965192	3964479		-		Rv3528c	-	0	0	0	7771	16144	7127	0	14	1	0	22199	16144	0	26	0.6085240905087089	1.0
	3967038	3965884		-		Rv3529c	-	0	0	1	0	0	13085	0	3	0	0	0	0	0	0	0.0	1.0
	3967820	3967038		-		Rv3530c	-	0	1	0	0	27677	0	0	11	0	1	0	27677	0	17	0.5740777495436511	1.0
	3968944	3967817		-		Rv3531c	-	28	1	32	335694	50576	300159	7	202	7	1	139211	50576	1	84	0.8911491937733927	1.0
	3969343	3970563		+	PPE61	Rv3532	-	2	3	2	26203	87973	20265	0	36	0	3	9336	87973	0	39	0.5021175626973409	1.0
	3972453	3970705		-	PPE62	Rv3533c	-	1	1	5	11898	26359	50265	0	16	4	1	78112	26359	0	29	0.5807540865364248	1.0
	3973592	3972552		-	hsaF	Rv3534c	-	2	0	3	31568	0	31010	0	20	1	0	28112	0	0	13	0.589120574727717	1.0
	3974500	3973589		-	hsaG	Rv3535c	-	0	0	0	11691	15485	6808	0	12	0	0	0	15485	0	8	0.5797299125740283	1.0
	3975296	3974511		-	hsaE	Rv3536c	-	0	1	1	8528	51070	10744	0	29	1	1	36721	51070	1	55	0.5928253523500897	1.0
	3975369	3977060		+	kstD	Rv3537	-	5	0	1	69257	25205	17712	0	22	3	0	55497	25205	0	23	0.500122086076894	1.0
	3977062	3977922		+		Rv3538	-	2	4	2	34662	114003	22606	1	66	0	4	0	114003	1	66	0.4876889126418266	1.0
	3978059	3979498		+	PPE63	Rv3539	-	16	2	14	198693	67545	137659	3	93	8	2	148029	67545	1	74	0.5431896684464285	1.0
	3980659	3979499		-	ltp2	Rv3540c	-	2	4	7	25997	106754	65851	1	57	0	4	0	106754	0	45	0.5520233488499698	1.0
	3981048	3980659		-		Rv3541c	-	0	0	0	0	0	8670	0	7	0	0	0	0	0	0	0.0	1.0
	3981980	3981045		-		Rv3542c	-	1	0	3	21458	0	30585	0	18	2	0	43257	0	0	23	0.5314666202565264	1.0
	3983140	3981977		-	fadE29	Rv3543c	-	5	3	7	66987	98352	69255	1	67	2	3	54979	98352	1	65	0.477723861039371	1.0
	3984144	3983125		-	fadE28	Rv3544c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3985445	3984144		-	cyp125	Rv3545c	-	1	0	3	18225	0	28776	0	12	0	0	0	0	0	0	0.0	1.0
	3985557	3986732		+	fadA5	Rv3546	-	2	1	1	28610	29983	11063	0	19	2	1	40041	29983	0	29	0.560961293334728	1.0
3986844	3986844	3987299	3987299	+	ddn	Rv3547	-	10	3	26	125859	81219	249361	12	333	3	3	72199	81219	3	168	0.6074233370527448	1.0
	3988296	3987382		-		Rv3548c	-	8	2	4	101306	61120	45265	2	75	1	2	31535	61120	1	50	0.5852387723892913	1.0
	3989098	3988319		-		Rv3549c	-	5	1	9	66712	34761	84361	2	79	0	1	3941	34761	0	24	0.6921159350507093	1.0
	3989153	3989896		+	echA20	Rv3550	-	1	1	0	12585	32289	0	0	20	0	1	0	32289	0	21	0.5045311851394276	1.0
	3989896	3990774		+		Rv3551	-	0	0	1	0	0	12393	0	4	0	0	0	0	0	0	0.0	1.0
	3990771	3991523		+		Rv3552	-	1	1	2	23039	46457	25478	1	42	0	1	0	46457	0	30	0.5725568978481319	1.0
	3991621	3992688		+		Rv3553	-	3	0	3	35832	0	29574	0	20	0	0	16182	0	0	7	0.6790225221785081	1.0
	3992685	3994742		+	fdxB	Rv3554	-	5	0	25	60866	23558	232978	2	51	4	0	79045	23558	0	24	0.6279863419697802	1.0
	3995699	3994830		-		Rv3555c	-	7	0	7	83631	20098	71276	2	67	3	0	62759	20098	1	47	0.572897340488829	1.0
	3996964	3995804		-	fadA6	Rv3556c	-	0	0	7	11623	0	65372	0	22	1	0	33817	0	0	14	0.5925401840863833	1.0
	3997631	3997029		-		Rv3557c	-	0	1	3	1650	40197	30212	1	39	0	1	0	40197	0	33	0.4523335021990757	1.0
	3997980	3999638		+	PPE64	Rv3558	-	4	1	6	55502	48599	58670	1	32	3	1	58298	48599	0	32	0.4851679607600475	1.0
	4000435	3999647		-		Rv3559c	-	2	2	1	28817	61449	12021	1	43	0	2	9751	61449	0	45	0.4938678494443803	1.0
	4001589	4000432		-	fadE30	Rv3560c	-	5	0	1	68913	4942	18191	0	26	0	0	0	4942	0	2	5.440394448133462E-10	1.0
	4001637	4003160		+	fadD3	Rv3561	-	2	0	3	31843	0	32446	0	14	1	0	19605	0	0	6	0.6544827112537857	1.0
	4003161	4004294		+	fadE31	Rv3562	-	2	0	3	34250	0	28776	0	18	0	0	0	0	0	0	0.0	1.0
	4004291	4005250		+	fadE32	Rv3563	-	0	1	2	0	37397	21329	0	20	0	1	0	37397	0	19	0.47895321984713457	1.0
	4005247	4006203		+	fadE33	Rv3564	-	2	0	0	25997	0	8191	0	11	0	0	0	0	0	0	0.0	1.0
	4006200	4007366		+	aspB	Rv3565	-	5	1	10	66987	48105	97925	2	60	1	1	21473	48105	0	29	0.6326537781901596	1.0
	4008182	4007331		-	nat	Rv3566c	-	2	1	1	34456	45963	15744	1	37	0	1	0	45963	0	26	0.5773884403131206	1.0
	4008433	4008167		-		Rv3566A	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	4009282	4008719		-	hsaB	Rv3567c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	4010199	4009297		-	hsaC	Rv3568c	-	3	0	5	46011	23558	52180	1	44	0	0	0	23558	0	13	0.7065753828428933	1.0
	4011071	4010196		-	hsaD	Rv3569c	-	0	0	1	0	0	15159	0	5	0	0	0	0	0	0	0.0	1.0
	4012270	4011086		-	hsaA	Rv3570c	-	0	3	0	10591	90280	0	0	28	2	3	43360	90280	1	56	0.5911193724593506	1.0
	4012417	4013493		+	kshB	Rv3571	-	0	1	0	9834	50411	6329	0	20	0	1	0	50411	0	23	0.5110193158317788	1.0
	4013511	4014041		+		Rv3572	-	2	0	0	27372	0	0	0	17	0	0	0	0	0	0	0.0	1.0
	4016212	4014077		-	fadE34	Rv3573c	-	4	2	8	49243	72652	80265	0	31	2	2	44087	72652	0	27	0.4597208235759405	1.0
	4016484	4017083		+	kstR	Rv3574	-	4	3	6	47386	89456	59255	3	108	3	3	67323	89456	2	130	0.5140230616534148	1.0
	4018168	4017089		-		Rv3575c	-	0	0	4	343	12026	45425	0	17	0	0	1556	12026	0	6	0.6790194580353677	1.0
	4018358	4019071		+	lppH	Rv3576	-	1	1	0	16574	45634	0	0	29	0	1	0	45634	0	31	0.5057081550020187	1.0
	4019262	4020128		+		Rv3577	-	4	2	1	53370	55354	16861	1	48	2	2	40663	55354	1	55	0.5111459285561982	1.0
	4020142	4021383		+	arsB2	Rv3578	-	15	3	11	185557	98517	104574	3	104	6	3	127904	98517	2	91	0.5302235779379589	1.0
	4022393	4021425		-		Rv3579c	-	2	2	8	31705	66062	74521	1	59	5	2	99066	66062	1	85	0.5458874272320772	1.0
	4023803	4022394		-	cysS1	Rv3580c	-	1	3	1	14718	82207	13404	0	26	2	3	40456	82207	0	43	0.5694919618622967	1.0
	4024347	4023868		-	ispF	Rv3581c	-	0	0	0	0	1317	0	0	0	0	0	0	1317	0	1	0.5746387708689087	1.0
4024045			4025554	+	-	predicted RNA	antisense: Rv3583c ispF ispD	2647	795	3837	31312998	20830642	35725319	664	19397	1921	795	35483609	20830642	421	18647	0.4986928408028047	1.0
	4025039	4024344		-	ispD	Rv3582c	-	0	0	3	11416	24382	31276	1	32	1	0	20228	24382	0	32	0.48618495361808844	1.0
	4025544	4025056		-		Rv3583c	-	0	0	5	0	0	47553	1	32	2	0	41182	0	1	42	0.5396036056041673	1.0
	4025830	4026378		+	lpqE	Rv3584	-	2	2	3	31499	54365	33351	2	72	1	2	23547	54365	1	70	0.48331503684049765	1.0
	4026444	4027886		+	radA	Rv3585	-	8	2	6	105570	63261	61382	1	53	3	2	63381	63261	0	43	0.4493149739025455	1.0
	4027891	4028967		+		Rv3586	-	41	7	77	490646	193080	722553	16	435	25	7	464107	193080	7	305	0.5334356356508202	1.0
	4029762	4028968		-		Rv3587c	-	8	0	9	95735	11861	84680	3	80	4	0	78008	11861	1	56	0.576641070020046	1.0
	4030494	4029871		-	canB	Rv3588c	-	1	0	3	12585	0	33191	1	24	0	0	0	0	0	0	0.0	1.0
	4030493	4031407		+	mutY	Rv3589	-	1	0	2	22214	24217	20797	0	24	1	0	31327	24217	0	30	0.5273273628029327	1.0
	4033158	4031404		-	PE_PGRS58	Rv3590c	-	5	2	2	70495	69686	21117	0	30	0	2	0	69686	0	19	0.5878623019562971	1.0
	4034042	4033269		-		Rv3591c	-	2	1	0	33906	35420	0	0	29	0	1	0	35420	0	22	0.5641495093262381	1.0
	4034057	4034374		+		Rv3592	-	0	0	0	0	10214	0	0	10	2	0	46369	10214	2	88	0.0013070217334871816	0.05964516383784514
	4034352	4035710		+	lpqF	Rv3593	-	6	5	8	78060	156013	76010	2	76	4	5	78215	156013	1	86	0.4968526326356948	1.0
	4035857	4036684		+		Rv3594	-	6	4	6	78541	114662	64255	2	103	4	4	91597	114662	2	124	0.5061505758407577	1.0
	4038050	4036731		-	PE_PGRS59	Rv3595c	-	1	4	1	15130	120757	13297	0	37	0	4	0	120757	0	45	0.5219921603522476	1.0
	4040704	4038158		-	clpC1	Rv3596c	-	0	1	2	0	33278	18670	0	6	9	1	166597	33278	0	39	0.010950177810314272	0.4511898507473182
