Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_50 vs Cond_6	qValue Cond_50 vs Cond_6
	3549688	3549254		-		Rv3180c	-	0	0	0	3225	6846	0	0	7	1	1	23132	30807	1	61	6.377594335300187E-4	0.00848278200950566
	3550143	3549691		-		Rv3181c	-	0	0	0	7071	0	0	0	5	0	0	0	0	0	0	0.0	1.0
	3550374	3550718		+		Rv3182	-	0	0	0	0	0	0	0	0	0	0	0	6919	0	10	0.0	1.0
	3550715	3551044		+		Rv3183	-	0	0	0	0	9764	0	0	9	0	0	0	20428	0	30	0.6706158719373096	1.0
	3554298	3554645		+		Rv3188	-	0	1	0	0	17003	0	0	16	0	1	0	44975	1	64	0.15570136988126393	0.7840612135792993
	3554642	3555262		+		Rv3189	-	5	3	5	65260	37878	54994	3	84	5	2	95435	58319	2	123	0.5305312790335986	1.0
	3556687	3555422		-		Rv3190c	-	4	1	1	51736	10437	18664	0	21	0	0	0	0	0	0	0.0	1.0
3556855	3556855	3557064		+		Rv3190A	-	9	20	12	100682	200841	121503	29	671	11	5	207780	152883	18	858	0.21474487857787178	0.9598810915799457
3558345	3558345	3557311		-		Rv3191c	-	57	74	92	639019	737037	873501	31	724	41	15	770228	398846	12	564	0.6653815985820734	1.0
3559443			3559370	-	metU	Rvnt38	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3559563	3560024		+		Rv3192	-	7	7	11	85607	71043	105625	8	189	0	4	10062	121416	2	142	0.7872828660432586	1.0
	3563172	3560194		-		Rv3193c	-	5	4	4	65756	47923	44952	0	17	1	1	34336	27018	0	10	0.32714115762771595	1.0
	3564286	3563264		-		Rv3194c	-	0	0	1	0	0	14721	0	4	0	0	9543	0	0	4	0.4879905764312411	1.0
	3564364	3565782		+		Rv3195	-	4	1	3	45347	12233	30073	0	20	0	2	0	71993	0	25	0.47305890053058425	1.0
	3565788	3566687		+		Rv3196	-	14	13	4	166501	132435	45846	5	127	13	4	251141	109555	4	200	0.13516084731012093	0.7096831519256078
	3566896	3566696		-		Rv3196A	-	0	1	0	6575	13748	0	1	33	0	0	0	2141	0	5	0.0021493251087837833	0.025768347057637905
	3567024	3568367		+		Rv3197	-	16	21	10	186600	216217	96056	5	123	46	25	855912	657166	12	562	1.7845369963622938E-9	3.809333607844584E-8
3567417			3567087	-	-	predicted RNA	antisense: Rv3197	271	265	286	3011166	2622166	2708622	362	8400	122	71	2258713	1859802	135	6221	0.3534223956143012	1.0
3568195			3567656	-	-	predicted RNA	antisense: Rv3197	283	321	306	3144913	3176599	2900736	245	5692	122	56	2256431	1475782	77	3455	0.3417462193309529	1.0
3568679	3568679	3568401		-	whiB7	Rv3197A	-	22	29	29	249069	286756	278496	42	972	5	4	100518	116309	8	388	0.5240879615167611	1.0
	3571211	3569109		-	uvrD2	Rv3198c	-	1	4	3	12158	43097	30704	0	13	0	2	12033	63097	0	17	0.5216772868630424	1.0
	3571335	3571589		+		Rv3198A	-	6	9	11	68362	92368	105467	15	347	3	3	59024	88797	5	289	0.9692590906681806	1.0
	3572543	3571602		-	nudC	Rv3199c	-	17	26	18	192803	257968	172029	9	220	12	1	237240	48270	3	151	0.46155300353777357	1.0
	3573669	3572602		-		Rv3200c	-	3	3	0	37282	29741	7623	0	23	2	0	45124	0	0	21	0.4196591576440789	1.0
	3577036	3573731		-		Rv3201c	-	1	1	1	17307	11111	17560	0	4	0	4	0	111202	0	16	0.04657485319982914	1.0
	3580200	3577033		-		Rv3202c	-	1	0	0	18920	7295	8780	0	3	1	5	19813	146952	0	26	2.4414674273307548E-5	3.7886033553189303E-4
	3580286	3580495		+		Rv3202a	-	0	0	0	0	7744	0	0	12	0	0	0	0	0	0	0.0	1.0
	3580638	3581312		+	lipV	Rv3203	-	2	3	6	25992	32940	60988	2	59	0	1	17219	35090	0	38	0.3538816523596163	1.0
	3581315	3581620		+		Rv3204	-	5	14	14	60235	145230	136067	16	372	4	1	82883	43163	4	205	0.7121761487695497	1.0
	3582505	3581627		-		Rv3205c	-	7	9	13	78473	98316	131756	5	117	2	5	51556	155024	2	117	0.5236783154764789	1.0
	3583710	3582532		-	moeB1	Rv3206c	-	17	23	20	197518	236307	192744	7	177	8	0	165663	15156	1	76	0.9031112674528995	1.0
3584658	3584658	3583801		-		Rv3207c	-	33	47	46	371091	464927	435383	21	493	21	4	387966	119604	7	295	0.5521822504120406	1.0
	3585004	3585690		+		Rv3208	-	7	12	20	88089	127777	197686	8	200	6	2	120435	65733	3	135	0.850079444052363	1.0
	3585949	3585677		-	TB9.4	Rv3208A	-	8	9	7	92990	97755	73817	13	323	1	1	31950	37397	2	127	0.2743690296400756	1.0
	3586274	3586834		+		Rv3209	-	7	9	9	83995	94332	94374	7	162	5	1	97717	34431	2	117	0.7912742735445921	1.0
	3587539	3586844		-		Rv3210c	-	23	17	16	263151	175982	153154	12	283	10	4	186721	106095	4	210	0.4329292440342672	1.0
	3587798	3589381		+	rhlE	Rv3211	-	0	1	2	7444	18294	27234	0	11	1	2	20643	65238	0	27	0.4667854638780803	1.0
	3589394	3590617		+		Rv3212	-	0	4	8	8808	46464	82176	1	37	1	2	34128	52718	0	35	0.4495677719573029	1.0
	3591492	3590692		-		Rv3213c	-	25	35	34	281327	346464	325762	17	396	9	3	178423	93904	3	169	0.505093789191335	1.0
	3591646	3592257		+	gpm2	Rv3214	-	14	10	6	164143	100617	63459	7	178	1	0	36099	13673	0	40	0.08888842857128083	0.5409954985089359
	3592254	3593372		+	entC	Rv3215	-	21	22	25	243052	217283	245951	9	210	5	1	104668	28006	1	59	0.13476671011265293	0.7096740354428029
	3594235	3593804		-		Rv3217c	-	4	2	2	54156	25925	20767	3	77	0	0	16493	23228	0	45	0.346897075421551	1.0
	3594468	3595433		+		Rv3218	-	24	21	24	274131	208136	233385	10	246	15	5	291078	134761	5	220	0.33890813839804973	1.0
3595905			3595668	-	-	predicted RNA	antisense: whiB1	165	202	253	1839950	1998484	2395531	380	8731	263	139	4859751	3648105	394	17873	0.05966074647073858	0.40948285775052373
	3595713	3595967		+	whiB1	Rv3219	-	8	5	4	97704	57687	47108	11	264	0	0	14626	12026	1	52	0.07926580043909788	0.5021855591132467
	3597534	3596029		-		Rv3220c	-	15	25	34	168734	248653	327024	7	164	14	7	266390	208896	3	157	0.3009824000266611	1.0
	3597766	3597551		-	TB7.3	Rv3221c	-	1	0	1	16749	6341	12145	2	54	0	0	13900	18451	1	74	0.5174199381921382	1.0
3597665			3597711	+	-	predicted RNA	antisense: TB7.3	19	26	24	215694	266217	231177	219	5057	11	4	203838	107907	75	3316	0.47169526746215323	1.0
	3598356	3598051	3597818	-	rshA	Rv3221A	-	25	44	30	285297	437822	292218	47	1106	7	13	138485	350411	15	798	0.6027052475208817	1.0
	3598904	3598353		-		Rv3222c	-	3	1	4	35049	14197	39011	2	53	1	8	21473	217133	3	216	0.003711150305939326	0.041218258220280427
	3599551	3598901		-	sigH	Rv3223c	-	0	0	0	3411	6172	7676	0	8	0	0	0	0	0	0	0.0	1.0
	3599851	3600699		+		Rv3224	-	6	9	4	73697	89955	43585	3	81	1	0	26556	19110	0	26	0.7340427357650309	1.0
	3602440	3601016		-		Rv3225c	-	18	18	20	209181	180695	191587	5	136	8	10	161099	280724	3	155	0.22556816709407246	0.9870862992036611
	3603322	3602564		-		Rv3226c	-	6	6	4	77481	63299	40588	3	79	5	3	105290	78747	2	121	0.2617678573143258	1.0
	3603377	3604729		+	aroA	Rv3227	-	2	3	3	24503	33613	29284	0	21	0	6	11307	160626	1	63	0.052593510368484815	0.37839117801376615
	3604726	3605718		+		Rv3228	-	124	223	164	1381885	2207295	1558569	75	1728	44	12	825933	328500	13	581	0.2385652752768281	1.0
3605719			3607049	+	-	predicted RNA	antisense: desA3	1497	2051	1920	16625930	20259427	18172082	598	13788	919	342	16979253	8983855	222	9753	0.4136776998397631	1.0
	3607034	3605751		-	desA3	Rv3229c	-	1	1	2	21836	17396	27549	0	17	3	2	63692	57990	1	47	0.11308102397892088	0.6216615087082384
	3608254	3607112		-		Rv3230c	-	6	4	4	68610	43995	44006	1	45	4	1	77282	51729	1	56	0.9381341243230947	1.0
	3608873	3608364		-		Rv3231c	-	5	14	8	64888	143265	79758	8	188	4	1	77904	37891	2	113	0.6373558529577634	1.0
	3609757	3608870		-	ppk2	Rv3232c	-	0	2	2	4528	19921	21556	0	17	0	1	0	39538	0	22	0.49393392579783113	1.0
	3611189	3610374		-	tgs3	Rv3234c	-	4	2	2	50496	27328	23343	1	41	1	1	33298	34925	0	41	0.41737144606209364	1.0
	3611300	3611941		+		Rv3235	-	26	33	13	294106	327048	130231	16	390	12	4	234958	112685	6	270	0.4508905557867084	1.0
	3613116	3611959		-		Rv3236c	-	3	0	1	37531	5331	12407	0	15	1	2	23962	77759	0	43	0.13480521415730257	0.7096740354428029
	3613603	3613121		-		Rv3237c	-	0	0	0	0	8866	2523	0	7	1	0	31327	0	0	32	0.3886648967893918	1.0
	3614398	3613664		-		Rv3238c	-	7	7	7	80148	76038	70031	4	102	2	1	48340	43657	1	62	0.36331453897896043	1.0
	3617603	3614457		-		Rv3239c	-	16	14	18	182506	144781	174658	2	53	8	0	148340	0	0	23	0.6413618388862623	1.0
	3620531	3617682		-	secA1	Rv3240c	-	0	7	2	0	70538	23869	0	11	2	1	46265	48764	0	16	0.8874765459876296	1.0
	3621254	3620610		-		Rv3241c	-	0	0	0	0	0	0	0	0	0	0	10062	0	0	7	0.0	1.0
	3622211	3621570		-		Rv3242c	-	0	2	0	5707	21492	4942	0	16	0	0	15767	6095	0	17	0.4721932614516235	1.0
	3623091	3622249		-		Rv3243c	-	0	0	0	0	0	4837	0	1	1	2	18775	59143	0	46	1.858939714943893E-36	5.423146795062984E-35
	3624910	3623159		-	lpqB	Rv3244c	-	1	0	0	15508	7014	2365	0	4	1	3	18568	103294	0	34	1.1396434933222933E-4	0.0016459009659334507
	3626613	3624910		-	mtrB	Rv3245c	-	2	2	1	25620	26374	11198	0	12	0	2	0	58484	0	17	0.48457460144147735	1.0
	3627349	3626663		-	mtrA	Rv3246c	-	0	0	0	0	8249	0	0	4	0	0	0	0	0	0	0.0	1.0
3626727			3626859	+	-	predicted RNA	antisense: mtrA	58	84	72	646960	832267	682386	234	5417	84	42	1566390	1104448	222	10040	0.043948855773490676	0.33215922774576023
	3628063	3627419		-	tmk	Rv3247c	-	0	0	0	8250	0	0	0	4	0	0	0	0	0	0	0.0	1.0
	3629647	3628160		-	sahH	Rv3248c	-	4	3	0	46277	31369	5625	0	18	2	0	43775	1317	0	15	0.39949424337038586	1.0
	3630387	3629752		-		Rv3249c	-	0	0	0	10049	0	5730	0	8	2	0	40456	8401	0	38	0.058168182266787924	0.40532478598640753
	3630566	3630384		-	rubB	Rv3250c	-	0	0	0	0	0	2313	0	4	0	0	622	0	0	1	0.15203897241816877	1.0
3630410			3630434	+	-	predicted RNA	antisense: rubB	6	16	6	72580	166891	64773	175	4056	5	1	97821	42998	65	2816	0.8614581976057183	1.0
	3630738	3630571		-	rubA	Rv3251c	-	0	0	0	0	0	0	0	0	0	0	17427	0	1	51	0.0	0.0
	3631988	3630738		-	alkB	Rv3252c	-	3	0	1	42866	6397	15509	0	17	1	0	24481	0	0	9	0.3528711029983941	1.0
3631496			3631650	+	-	predicted RNA	antisense: alkB	30	113	27	343548	1122390	263091	160	3718	25	3	474792	99011	45	1850	0.9810309506133423	1.0
	3633584	3632097		-		Rv3253c	-	4	26	7	51861	259483	74395	3	86	1	1	36721	51070	0	29	0.2395462376941782	1.0
	3633675	3635063		+		Rv3254	-	19	23	34	214454	234231	327339	8	186	9	0	180082	16968	1	70	0.48726992267008107	1.0
	3636267	3635041		-	manA	Rv3255c	-	7	12	7	81513	121156	71608	3	74	0	2	4356	54200	0	23	0.8093466011690069	1.0
	3637315	3636275		-		Rv3256c	-	0	1	0	0	14814	6834	0	6	0	1	0	30313	0	14	0.5983865891341457	1.0
	3638709	3637312		-	pmmA	Rv3257c	-	1	2	2	21029	20707	22344	0	15	1	1	28630	46952	0	27	0.8299052184237286	1.0
	3639302	3638811		-		Rv3258c	-	0	0	1	0	0	13512	0	9	0	1	14315	44645	1	59	0.004644802830944823	0.05043587391616513
3639425	3639425	3639844		+		Rv3259	-	20	21	17	232444	213019	169610	20	488	5	1	108091	42504	4	179	0.5200948101219791	1.0
	3640141	3639872		-	whiB2	Rv3260c	-	0	1	0	0	10886	788	0	14	0	0	5497	0	0	10	0.5639511494671606	1.0
3639989			3640091	+	-	predicted RNA	antisense: whiB2	43	35	40	479404	351234	381598	168	3923	12	5	229460	153542	41	1859	0.7535200736049648	1.0
	3640543	3641538		+	fbiA	Rv3261	-	2	0	2	31761	7351	22818	0	20	0	0	6742	0	0	3	0.012033874534431693	1.0
	3641535	3642881		+	fbiB	Rv3262	-	3	0	2	35794	9371	20820	0	16	1	0	26244	24052	0	18	0.45859814189560205	1.0
	3643177	3644838		+		Rv3263	-	9	11	20	100000	117171	194426	3	82	6	2	112966	72487	1	55	0.8560346238722496	1.0
	3645977	3644898		-	manB	Rv3264c	-	0	1	1	10980	18686	17981	0	14	0	0	12448	13673	0	12	0.42082090308632925	1.0
	3646884	3645979		-	wbbL1	Rv3265c	-	6	8	5	69478	88159	56624	3	78	0	1	16390	32948	0	27	0.7312211915909052	1.0
	3647809	3646895		-	rmlD	Rv3266c	-	2	0	0	23076	0	2313	0	9	0	1	0	46457	0	25	0.947863118445215	1.0
	3647885	3649381		+		Rv3267	-	1	5	4	18238	49719	42166	1	24	0	0	13278	10708	0	8	0.7243094396693837	1.0
	3649420	3650109		+		Rv3268	-	6	6	8	73759	65768	78548	4	105	2	1	37240	36738	1	53	0.30053423323150735	1.0
3652678			3650203	-	-	predicted RNA	antisense: Rv3269 ctpC	6619	7403	7483	73509367	73122278	70819295	1265	29274	499	49	9221265	1300988	53	2124	1.9236545961420822E-7	3.5973985097084406E-6
	3650234	3650515		+		Rv3269	-	1	1	1	17555	15656	12092	2	53	0	0	0	0	0	0	0.0	0.0
	3650526	3652682		+	ctpC	Rv3270	-	11	17	8	125186	175028	76603	2	58	6	9	120746	241515	1	83	0.16874161034557528	0.830027089663082
3653347	3653347	3652679		-		Rv3271c	-	895	1039	1011	9945037	10266273	9577024	641	14842	73	3	1352178	89126	27	1077	4.915385102070754E-19	1.2957665787145555E-17
3653375			3653348	-	-	predicted RNA	-	13	17	18	151302	168518	177497	257	5920	0	0	11618	0	5	207	1.1546098809087385E-50	3.508731138094889E-49
	3653448	3654632		+		Rv3272	-	1	3	1	17741	33277	10147	0	17	1	0	27489	6095	0	14	0.41358524653260487	1.0
	3654637	3656931		+		Rv3273	-	36	45	54	402729	450785	518664	8	199	31	11	584543	299176	4	192	0.34949212010524555	1.0
3658089	3658089	3656920		-	fadE25	Rv3274c	-	47	47	39	531823	473007	375131	16	393	14	2	271887	72158	3	147	0.22229308403071205	0.9789712458168102
	3658638	3658114		-	purE	Rv3275c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3659924	3658635		-	purK	Rv3276c	-	1	0	0	13647	0	0	0	3	0	4	0	127841	0	49	3.287997212308017E-13	7.65333819205313E-12
	3659878	3660696		+		Rv3277	-	7	8	10	87593	82828	97791	4	109	8	1	159958	46952	3	126	0.40051125732075465	1.0
3661169	3661169	3660651		-		Rv3278c	-	39	50	52	433188	494725	498002	39	915	16	4	303112	121911	9	409	0.6082463800367501	1.0
	3662012	3661212		-	birA	Rv3279c	-	6	5	5	68052	51010	54784	3	72	1	0	21058	15321	0	22	0.733438311373404	1.0
	3662062	3663708		+	accD5	Rv3280	-	6	3	1	75930	37822	10410	1	25	4	0	83402	0	0	25	0.4472819645161363	1.0
	3663689	3664222		+	accE5	Rv3281	-	1	0	0	12903	0	4416	0	10	0	1	7157	38714	0	42	0.1375730343707741	0.7180514767571898
	3664219	3664887		+		Rv3282	-	1	0	3	14640	0	29915	0	22	0	1	9647	26853	0	27	0.48861751711209356	1.0
	3664928	3665821		+	sseA	Rv3283	-	1	1	2	16253	10774	23554	0	18	0	0	0	0	0	0	0.0	1.0
	3665818	3666249		+		Rv3284	-	1	0	0	12096	0	4100	0	12	0	0	0	0	0	0	0.0	1.0
	3666357	3668159		+	accA3	Rv3285	-	6	3	4	67617	34567	43690	1	26	2	1	50518	51070	0	28	0.6446479913073522	1.0
	3668954	3668169		-	sigF	Rv3286c	-	28	36	31	319727	356902	302313	17	415	11	5	215041	148599	5	231	0.5682756199558239	1.0
	3669388	3668951		-	rsbW	Rv3287c	-	0	0	0	682	5162	3364	0	7	0	0	0	0	0	0	0.0	1.0
	3669999	3669586		-	usfY	Rv3288c	-	1	2	0	18610	23456	2050	1	35	0	0	0	15815	0	19	0.6422306416881686	1.0
	3670411	3670034		-		Rv3289c	-	6	1	3	69913	18574	32702	4	106	2	4	41390	107413	3	196	0.2784549680189274	1.0
	3671794	3670445		-	lat	Rv3290c	-	3	8	8	41315	80864	79547	2	49	5	2	108713	78418	1	69	0.33930762980640594	1.0
3671624			3671715	+	-	predicted RNA	antisense: lat	38	48	44	429032	475364	417297	207	4788	62	25	1160788	680230	226	10005	0.022787286482236442	0.19552385420836602
	3672297	3671845		-	lrpA	Rv3291c	-	4	5	8	46401	56341	76550	5	131	13	4	247302	129983	9	416	0.005136117438129465	0.05508737722856505
	3672328	3673575		+		Rv3292	-	1	0	0	12655	280	0	0	3	0	1	8402	35255	0	17	0.04554081911407099	1.0
	3673602	3675086		+	pcd	Rv3293	-	2	0	2	25310	5892	21819	0	11	1	0	20539	0	0	6	0.3620180629073118	1.0
	3675995	3675186		-		Rv3294c	-	11	8	22	122952	87149	210357	7	173	6	1	121991	34266	2	96	0.9611899570146554	1.0
	3676066	3676731		+		Rv3295	-	0	0	0	0	3759	0	0	1	0	1	0	49752	0	37	3.2780965123985453E-24	8.965593961410022E-23
	3676775	3681316		+	lhr	Rv3296	-	6	3	13	76923	36139	128128	0	17	8	2	158506	56507	0	23	0.2679514848106507	1.0
	3681320	3682087		+	nei	Rv3297	-	9	14	9	110669	145566	86119	6	148	3	3	55601	90609	1	95	0.8612648826261041	1.0
	3683024	3682110		-	lpqC	Rv3298c	-	8	7	7	89081	74074	66876	3	83	1	1	31846	47281	0	43	0.2989561060654878	1.0
	3685963	3683051		-	atsB	Rv3299c	-	3	1	7	43238	17340	66246	0	14	2	1	42842	26523	0	11	0.3793632393012219	1.0
	3686900	3685983		-		Rv3300c	-	0	0	0	0	0	0	0	0	0	2	0	77759	0	42	1.0	1.0
	3687577	3686912		-	phoY1	Rv3301c	-	1	0	0	18796	6228	0	0	12	0	1	0	29654	0	22	0.5715312655357111	1.0
	3689442	3687685		-	glpD2	Rv3302c	-	18	15	27	200744	153142	258359	5	116	7	3	147302	97528	1	69	0.5176933389068789	1.0
	3690938	3689457		-	lpdA	Rv3303c	-	0	2	2	0	21773	19400	0	9	1	3	28838	96210	0	42	0.010813573391076178	0.10539019411881817
	3691141	3691620		+		Rv3304	-	3	3	2	36476	37429	22029	2	66	0	0	622	20757	0	22	0.71865796508247	1.0
	3692808	3691639		-	amiA1	Rv3305c	-	8	10	15	99193	100112	148107	4	98	3	5	68568	143822	1	90	0.608621889367332	1.0
	3693989	3692805		-	amiB1	Rv3306c	-	3	1	4	37655	10325	38696	1	24	2	3	43879	92751	1	57	0.1458668651129171	0.7405027862344841
	3694054	3694860		+	deoD	Rv3307	-	1	0	0	18796	0	0	0	7	0	1	0	32619	0	20	0.6364663463392873	1.0
	3694864	3696468		+	pmmB	Rv3308	-	3	1	4	33995	10269	40010	0	17	0	1	0	42009	0	13	0.38690694806075815	1.0
	3697093	3696470		-	upp	Rv3309c	-	11	16	16	129466	164927	153785	10	239	10	1	191286	47775	4	191	0.5550996252802038	1.0
	3697198	3698097		+	sapM	Rv3310	-	2	8	9	27915	86756	91272	3	76	1	0	27489	20757	0	26	0.7294062257802849	1.0
	3698121	3699383		+		Rv3311	-	30	38	44	337655	377946	423238	13	300	10	1	199377	30148	2	90	0.07644383819688998	0.4890617484643136
	3700330	3699404		-		Rv3312c	-	5	2	3	59367	29461	36593	1	45	1	4	30394	114827	1	78	0.39148070578207866	1.0
	3700526	3700356		-		Rv3312b	-	2	0	0	23325	7968	0	2	61	0	1	14004	50411	3	188	0.3754161982595218	1.0
	3701016	3700705		-		Rv3312A	-	0	0	0	0	0	6414	0	6	0	3	4668	84843	2	143	6.811385641964731E-25	1.8864951626099786E-23
	3702184	3701087		-	add	Rv3313c	-	0	0	0	0	0	0	0	0	2	0	49170	5930	0	25	1.0	1.0
	3703467	3702184		-	deoA	Rv3314c	-	5	3	1	56389	34399	12828	1	26	5	2	109751	53706	1	63	0.11606342470682804	0.6301408765720589
	3703865	3703464		-	cdd	Rv3315c	-	0	1	0	3101	13804	0	0	14	0	0	0	0	0	0	0.0	1.0
	3704102	3704440		+	sdhC	Rv3316	-	0	0	1	7320	4264	12828	1	24	0	0	0	0	0	0	0.0	1.0
	3704437	3704871		+	sdhD	Rv3317	-	5	0	2	55583	4545	20925	2	62	2	0	40767	0	1	46	0.3900686227423163	1.0
	3705000	3706772		+	sdhA	Rv3318	-	2	4	0	30769	41245	5993	0	14	1	5	28941	142833	0	48	0.03182426586276312	0.254594126902105
	3706772	3707563		+	sdhB	Rv3319	-	2	3	2	24317	30920	20977	1	32	1	0	33091	0	0	20	0.36891724996373987	1.0
	3708070	3707642		-	vapC44	Rv3320c	-	8	5	10	98200	53647	98370	8	194	6	2	123340	76771	5	233	0.41474532051147084	1.0
	3708316	3708074		-	vapB44	Rv3321c	-	0	0	0	2977	0	4153	0	9	0	0	0	0	0	0	5.517630329724366E-105	1.0
	3709052	3708438		-		Rv3322c	-	2	0	0	24937	0	0	0	13	0	0	0	0	0	0	0.0	1.0
	3709714	3709049		-	moaX	Rv3323c	-	0	0	2	6017	6341	21345	0	16	0	0	13070	16803	0	22	0.5144292809714247	1.0
	3710248	3709715		-	moaC3	Rv3324c	-	1	0	4	12468	7912	40063	1	37	5	1	98755	32619	2	123	0.055300063952434614	0.3934516848295234
	3711749	3713461		+		Rv3327	-	15	23	25	169292	232996	242691	5	125	12	3	224273	102471	2	95	0.4178387662814109	1.0
	3714332	3713394		-	sigJ	Rv3328c	-	1	3	3	21774	37037	36961	1	33	0	1	3008	49588	0	28	0.3947279533522019	1.0
	3714392	3715708		+		Rv3329	-	2	4	5	29342	40235	52891	1	30	2	1	44813	29983	0	28	0.39342863914874887	1.0
	3715777	3716994		+	dacB1	Rv3330	-	0	1	0	6079	10493	0	0	4	1	0	19709	26029	0	18	0.09895291870203529	1.0
	3717090	3718598		+	sugI	Rv3331	-	6	3	4	74255	34792	42797	1	33	4	1	73858	28830	0	34	0.6384788488917527	1.0
	3718595	3719746		+	nagA	Rv3332	-	0	0	1	0	8978	17034	0	7	0	0	4979	0	0	2	0.9152055125888151	1.0
	3720782	3719937		-		Rv3333c	-	4	5	2	53722	57856	24185	2	53	2	1	46369	34102	1	47	0.39894115064669083	1.0
	3721257	3721697		+		Rv3334	-	8	14	7	91563	141975	72502	9	231	5	1	103319	41845	3	164	0.9033518563325948	1.0
	3722600	3721731		-		Rv3335c	-	0	3	7	11042	35129	73291	2	45	9	1	166701	27347	2	111	0.08464933308757924	0.5230583867933204
	3723631	3722621		-	trpS	Rv3336c	-	1	1	4	12468	15095	43007	1	23	0	1	13900	30148	0	21	0.42729721497839757	1.0
	3725844	3724615		-	icd1	Rv3339c	-	1	3	5	13647	35578	47423	1	26	1	0	36203	0	0	14	0.34126906658208844	1.0
	3726127	3727476		+	metC	Rv3340	-	2	2	2	26364	29180	25026	0	19	2	1	46576	49588	0	35	0.8688296755259877	1.0
	3727488	3728627		+	metA	Rv3341	-	0	0	0	0	0	0	0	0	1	2	22095	57990	0	35	1.0	1.0
	3728624	3729355		+		Rv3342	-	0	1	2	5769	13692	22450	0	19	0	4	0	113344	1	77	0.026798122143438102	0.21983783265227883
	3736935	3729364		-	PPE54	Rv3343c	-	41	64	56	459305	634231	531966	3	71	25	7	470435	208731	1	44	0.5275177668086152	1.0
	3738000	3736984		-	PE_PGRS49	Rv3344c	-	0	0	0	0	0	0	0	0	0	0	15248	13179	0	13	0.0	1.0
	3742774	3738158		-	PE_PGRS50	Rv3345c	-	1	0	2	20781	6341	21135	0	3	0	2	0	72158	0	7	0.8291313122486511	1.0
	3743455	3743198		-		Rv3346c	-	2	0	0	27605	0	7413	1	45	0	0	11203	0	0	21	0.6473090843751192	1.0
	3753184	3743711		-	PPE55	Rv3347c	-	40	74	72	445657	737485	682492	2	65	48	23	902904	606754	1	79	0.22148871298423078	0.9789712458168102
	3753765	3754256		+		Rv3348	-	4	5	13	53784	54040	123869	6	156	1	3	30601	78747	2	111	0.5535176305429974	1.0
	3755237	3754293		-		Rv3349c	-	3	4	8	41749	46857	83753	2	60	3	0	67116	0	0	35	0.3246873801786894	1.0
	3767102	3755952		-	PPE56	Rv3350c	-	29	31	37	329776	313636	353785	1	29	31	21	576452	565733	1	51	0.07442912112298516	0.48038618589112553
	3768140	3767346		-		Rv3351c	-	4	2	2	44602	26094	20189	1	38	1	0	25726	0	0	16	0.6941219035751355	1.0
	3768593	3768222		-		Rv3352c	-	0	0	0	0	0	8727	0	7	0	0	0	0	0	0	0.0	1.0
	3768996	3768736		-		Rv3353c	-	0	0	0	0	0	4626	0	5	0	0	0	0	0	0	3.4308898683054505E-47	1.0
	3769111	3769500		+		Rv3354	-	5	6	4	55893	59652	42008	5	134	0	3	18153	78583	2	124	0.5233550461872327	1.0
	3769807	3769514		-		Rv3355c	-	1	0	3	18920	0	36277	2	62	2	1	46991	28830	2	128	0.9252243231914453	1.0
	3770649	3769804		-	folD	Rv3356c	-	1	1	0	11662	16105	7413	0	13	1	8	19709	228500	2	146	8.407151151424273E-12	1.8866509455709033E-10
	3770773	3771048		+	relJ	Rv3357	-	0	1	0	0	10044	0	0	12	0	0	13381	0	0	24	0.6202415693982173	1.0
	3771045	3771302		+	relK	Rv3358	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	3771344	3772534		+		Rv3359	-	12	21	11	140260	207912	107465	5	127	4	2	82676	69522	1	63	0.7879075394884113	1.0
	3772651	3773019		+		Rv3360	-	6	9	14	72270	97643	140378	12	280	4	1	77697	49258	3	172	0.7376905960548227	1.0
	3773567	3773016		-		Rv3361c	-	2	0	1	23821	3815	13722	1	24	1	0	19605	0	0	17	0.40174631638118796	1.0
	3774155	3773574		-		Rv3362c	-	0	0	0	0	0	6046	0	3	0	0	0	0	0	0	0.0	1.0
	3774504	3774136		-		Rv3363c	-	0	0	0	0	0	0	0	0	0	0	0	19769	0	26	0.0	0.0
	3774874	3774482		-		Rv3364c	-	0	1	0	0	13973	6519	0	17	0	1	13278	40197	1	68	0.10428513099085684	0.5937096140374214
	3777501	3774871		-		Rv3365c	-	4	8	9	53287	84567	91955	1	29	5	5	92323	146622	0	45	0.19193749523824466	0.898308533863699
	3777737	3778201		+	spoU	Rv3366	-	2	2	0	30831	23007	0	1	38	0	0	0	0	0	0	0.0	0.0
